"otu","kingdom","phylum","class","order","family","genus"
"Otu0831","Bacteria","Proteobacteria","Betaproteobacteria","","","Kinetoplastibacterium"
"Otu0832","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thiorhodospira"
"Otu0833","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter"
"Otu0834","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiocapsa"
"Otu0835","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"Otu0836","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Prauserella"
"Otu0837","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"Otu0838","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"Otu0839","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylopila"
"Otu0840","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniella"
"Otu0841","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidithrix"
"Otu0842","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Alysiella"
"Otu0843","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus"
"Otu0844","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira"
"Otu0845","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae","Coprothermobacter"
"Otu0846","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Cryptobacterium"
"Otu0847","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Emticicia"
"Otu0848","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pelagibaca"
"Otu0849","Bacteria","Proteobacteria","Betaproteobacteria","","","Candidatus_Accumulibacter"
"Otu0850","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium"
"Otu0851","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa"
"Otu0852","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea"
"Otu0853","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroflexus"
"Otu0854","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Palaeococcus"
"Otu0855","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus"
"Otu0856","Bacteria","Cyanobacteria","","Oscillatoriales","","Kamptonema"
"Otu0857","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus"
"Otu0858","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus"
"Otu0859","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus"
"Otu0860","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium"
"Otu0861","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Chania"
"Otu0862","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter"
"Otu0863","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Otu0864","Bacteria","Proteobacteria","Alphaproteobacteria","","","Micavibrio"
"Otu0865","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"Otu0866","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"Otu0867","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium"
"Otu0868","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita"
"Otu0869","Bacteria","Cyanobacteria","","Oscillatoriales","","Trichodesmium"
"Otu0870","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiorhodococcus"
"Otu0871","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylobacter"
"Otu0872","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris"
"Otu0873","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Verrucosispora"
"Otu0874","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"Otu0875","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus_Cardinium"
"Otu0876","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Hydrocarboniphaga"
"Otu0877","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Raphidiopsis"
"Otu0878","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia"
"Otu0879","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Tepidiphilus"
"Otu0880","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"Otu0881","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum"
"Otu0882","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paeniglutamicibacter"
"Otu0883","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus"
"Otu0884","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronococcus"
"Otu0885","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halobellus"
"Otu0886","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera"
"Otu0887","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"Otu0888","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Stomatobaculum"
"Otu0889","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flaviramulus"
"Otu0890","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Otu0891","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans"
"Otu0892","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Luteipulveratus"
"Otu0893","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"Otu0894","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus"
"Otu0895","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens"
"Otu0896","Bacteria","","","","","Thermobaculum"
"Otu0897","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","Syntrophomonas"
"Otu0898","Bacteria","Proteobacteria","Gammaproteobacteria","","","Pseudohongiella"
"Otu0899","Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus"
"Otu0900","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium"
"Otu0901","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sebaldella"
"Otu0902","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Amantichitinum"
"Otu0903","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga"
"Otu0904","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rudaea"
"Otu0905","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Marinimicrobium"
"Otu0906","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cyclobacterium"
"Otu0907","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora"
"Otu0908","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor"
"Otu0909","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Candidatus_Moranella"
"Otu0910","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter"
"Otu0911","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Sphaerobacter"
"Otu0912","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium"
"Otu0913","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geopsychrobacter"
"Otu0914","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","Ideonella"
"Otu0915","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Algiphilaceae","Algiphilus"
"Otu0916","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Candidatus_Blochmannia"
"Otu0917","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax"
"Otu0918","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
"Otu0919","Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales","Gallionellaceae","Sideroxydans"
"Otu0920","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chloroherpeton"
"Otu0921","Archaea","Euryarchaeota","","","","Aciduliprofundum"
"Otu0922","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Ignicoccus"
"Otu0923","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Sediminibacillus"
"Otu0924","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Enterorhabdus"
"Otu0925","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Isoptericola"
"Otu0926","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga"
"Otu0927","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae","Vulgatibacter"
"Otu0928","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Lutibaculum"
"Otu0929","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tamlana"
"Otu0930","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrialba"
"Otu0931","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"Otu0932","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Helcococcus"
"Otu0933","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Citromicrobium"
"Otu0934","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Enorma"
"Otu0935","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus"
"Otu0936","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Litoreibacter"
"Otu0937","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospira"
"Otu0938","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Mageeibacillus"
"Otu0939","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Gynuella"
"Otu0940","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"Otu0941","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta"
"Otu0942","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Candidatus_Paracaedibacteraceae","Candidatus_Paracaedibacter"
"Otu0943","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas"
"Otu0944","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella"
"Otu0945","Bacteria","Proteobacteria","Betaproteobacteria","Ferrovales","Ferrovaceae","Ferrovum"
"Otu0946","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paraclostridium"
"Otu0947","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Stigmatella"
"Otu0948","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus"
"Otu0949","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Nafulsella"
"Otu0950","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanohalobium"
"Otu0951","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinimonas"
"Otu0952","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Thioalkalimicrobium"
"Otu0953","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus"
"Otu0954","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microterricola"
"Otu0955","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Ilyobacter"
"Otu0956","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Saccharospirillum"
"Otu0957","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctopirus"
"Otu0958","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","Xylophilus"
"Otu0959","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Phocaeicola"
"Otu0960","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Nitrincola"
"Otu0961","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus"
"Otu0962","Bacteria","Proteobacteria","Gammaproteobacteria","","Competibacteraceae","Candidatus_Contendobacter"
"Otu0963","Bacteria","Firmicutes","Clostridia","Clostridiales","","Epulopiscium"
"Otu0964","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Gorillibacterium"
"Otu0965","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Aquiluna"
"Otu0966","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Saccharophagus"
"Otu0967","Bacteria","Acidobacteria","Blastocatellia","","","Pyrinomonas"
"Otu0968","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Piscirickettsia"
"Otu0969","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus"
"Otu0970","Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales","Gallionellaceae","Ferriphaselus"
"Otu0971","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter"
"Otu0972","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"Otu0973","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea"
"Otu0974","Bacteria","Proteobacteria","Deltaproteobacteria","","","Candidatus_Babela"
"Otu0975","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Cylindrospermum"
"Otu0976","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Shimwellia"
"Otu0977","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Elizabethkingia"
"Otu0978","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas"
"Otu0979","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea"
"Otu0980","Bacteria","Cyanobacteria","","Stigonematales","","Mastigocoleus"
"Otu0981","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium"
"Otu0982","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
"Otu0983","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cecembia"
"Otu0984","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"Otu0985","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter"
"Otu0986","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomonas"
"Otu0987","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"Otu0988","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus"
"Otu0989","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Paraglaciecola"
"Otu0990","Bacteria","Cyanobacteria","","Prochlorales","Prochlorotrichaceae","Prochlorothrix"
"Otu0991","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylococcus"
"Otu0992","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Calditerrivibrio"
"Otu0993","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella"
"Otu0994","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Luminiphilus"
"Otu0995","Bacteria","Thermodesulfobacteria","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Caldimicrobium"
"Otu0996","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Stenoxybacter"
"Otu0997","Bacteria","Cyanobacteria","","Prochlorales","Prochlorococcaceae","Prochlorococcus"
"Otu0998","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Niveispirillum"
"Otu0999","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XVII","Sulfobacillus"
"Otu1000","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter"
"Otu1001","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter"
"Otu1002","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix"
"Otu1003","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanospirillum"
"Otu1004","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Actinopolymorpha"
"Otu1005","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","","Elioraea"
"Otu1006","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Microvirgula"
"Otu1007","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Otu1008","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Otu1009","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sediminimonas"
"Otu1010","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Fluoribacter"
"Otu1011","Bacteria","Cyanobacteria","","Oscillatoriales","","Spirulina"
"Otu1012","Bacteria","Proteobacteria","Gammaproteobacteria","","","Candidatus_Ruthia"
